symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
GLOBAL,Global Education Limited,eq,no,07-12-2020,2,1,INE291W01037,2
GLOBALE,Globale Tessile Limited,eq,no,27-08-2024,10,1,INE0URU01010,10
GLOBALVECT,Global Vectra Helicorp Limited,eq,no,27-10-2006,10,1,INE792H01019,10
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,eq,no,07-10-2020,2,1,INE581X01021,2
GLOBECIVIL,Globe Civil Projects Limited,eq,no,01-07-2025,10,1,INE0V3U01015,10
GLOBUSSPR,Globus Spirits Limited,eq,no,23-09-2009,10,1,INE615I01010,10
GLOSTERLTD,Gloster Limited,eq,no,26-04-2024,10,1,INE350Z01018,10
GLOTTIS,Glottis Limited,eq,no,07-10-2025,2,1,INE0TQE01026,2
GMBREW,GM Breweries Limited,eq,no,23-08-1995,10,1,INE075D01018,10
GMDCLTD,Gujarat Mineral Development Corporation Limited,eq,no,17-12-1997,2,1,INE131A01031,2
GMMPFAUDLR,GMM Pfaudler Limited,eq,no,05-03-2018,2,1,INE541A01023,2
GMRAIRPORT,GMR AIRPORTS LIMITED,eq,yes,21-08-2006,1,1,INE776C01039,1
GMRP&UI,GMR Power and Urban Infra Limited,eq,no,23-03-2022,5,1,INE0CU601026,5
GNA,GNA Axles Limited,eq,no,26-09-2016,10,1,INE934S01014,10
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,eq,no,17-05-1995,10,1,INE113A01013,10
GOACARBON,Goa Carbon Limited,eq,no,05-06-2007,10,1,INE426D01013,10
GOCLCORP,GOCL Corporation Limited,eq,no,26-06-2014,2,1,INE077F01035,2
GOCOLORS,Go Fashion (India) Limited,eq,no,30-11-2021,10,1,INE0BJS01011,10
GODAVARIB,Godavari Biorefineries Limited,eq,no,30-10-2024,10,1,INE497S01012,10
GODFRYPHLP,Godfrey Phillips India Limited,eq,no,24-07-1996,2,1,INE260B01028,2
GODIGIT,Go Digit General Insurance Limited,eq,no,23-05-2024,10,1,INE03JT01014,10
GODREJAGRO,Godrej Agrovet Limited,eq,no,16-10-2017,10,1,INE850D01014,10
GODREJCP,Godrej Consumer Products Limited,eq,yes,20-06-2001,1,1,INE102D01028,1
GODREJIND,Godrej Industries Limited,eq,no,25-02-2003,1,1,INE233A01035,1
GODREJPROP,Godrej Properties Limited,eq,yes,05-01-2010,5,1,INE484J01027,5
GOKEX,Gokaldas Exports Limited,eq,no,27-04-2005,5,1,INE887G01027,5
GOKUL,Gokul Refoils and Solvent Limited,eq,no,04-06-2008,2,1,INE020J01029,2
GOKULAGRO,Gokul Agro Resources Limited,eq,no,11-03-2016,1,1,INE314T01033,1
GOLDENTOBC,Golden Tobacco Limited,bz,no,08-02-1995,10,1,INE973A01010,10
GOLDIAM,Goldiam International Limited,eq,no,29-08-2005,2,1,INE025B01025,2
GOLDTECH,AION-TECH SOLUTIONS LIMITED,eq,no,11-04-2001,10,1,INE805A01014,10
GOODLUCK,Goodluck India Limited,eq,no,08-01-2015,2,1,INE127I01024,2
GOPAL,Gopal Snacks Limited,eq,no,14-03-2024,1,1,INE0L9R01028,1
GOYALALUM,Goyal Aluminiums Limited,eq,no,04-11-2022,1,1,INE705X01026,1
GPIL,Godawari Power And Ispat limited,eq,no,25-04-2006,1,1,INE177H01039,1
GPPL,Gujarat Pipavav Port Limited,eq,no,09-09-2010,10,1,INE517F01014,10
GPTHEALTH,GPT Healthcare Limited,eq,no,29-02-2024,10,1,INE486R01017,10
GPTINFRA,GPT Infraprojects Limited,eq,no,11-07-2016,10,1,INE390G01014,10
GRANULES,Granules India Limited,eq,no,20-06-2005,1,1,INE101D01020,1
GRAPHITE,Graphite India Limited,eq,no,07-02-2003,2,1,INE371A01025,2
GRASIM,Grasim Industries Limited,eq,yes,10-05-1995,2,1,INE047A01021,2
GRAVITA,Gravita India Limited,eq,no,16-11-2010,2,1,INE024L01027,2
GREAVESCOT,Greaves Cotton Limited,eq,no,09-09-2004,2,1,INE224A01026,2
GREENLAM,Greenlam Industries Limited,eq,no,02-03-2015,1,1,INE544R01021,1
GREENPANEL,Greenpanel Industries Limited,eq,no,23-10-2019,1,1,INE08ZM01014,1
GREENPLY,Greenply Industries Limited,eq,no,06-03-1996,1,1,INE461C01038,1
GREENPOWER,Orient Green Power Company Limited,eq,no,08-10-2010,10,1,INE999K01014,10
GRINDWELL,Grindwell Norton Limited,eq,no,11-09-2006,5,1,INE536A01023,5
GRINFRA,G R Infraprojects Limited,eq,no,19-07-2021,5,1,INE201P01022,5
GRMOVER,GRM Overseas Limited,eq,no,07-09-2022,2,1,INE192H01020,2
GROBTEA,The Grob Tea Company Limited,eq,no,14-07-2016,10,1,INE646C01018,10
GROWW,Billionbrains Garage Ventures Limited,eq,no,12-11-2025,2,1,INE0HOQ01053,2
GRPLTD,GRP Limited,eq,no,12-02-2015,10,1,INE137I01015,10
GRSE,Garden Reach Shipbuilders & Engineers Limited,eq,no,10-10-2018,10,1,INE382Z01011,10
GRWRHITECH,Garware Hi-Tech Films Limited,eq,no,03-02-2022,10,1,INE291A01017,10
GSFC,Gujarat State Fertilizers & Chemicals Limited,eq,no,06-09-1995,2,1,INE026A01025,2
GSLSU,Global Surfaces Limited,eq,no,23-03-2023,10,1,INE0JSX01015,10
GSPCROP,GSP Crop Science Limited,eq,no,24-03-2026,10,1,INE713R01022,10
GSPL,Gujarat State Petronet Limited,eq,no,16-02-2006,10,1,INE246F01010,10
GSS,GSS Infotech Limited,eq,no,07-03-2008,10,1,INE871H01011,10
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,eq,no,13-11-2020,10,1,INE586X01012,10
GTL,GTL Limited,eq,no,29-03-1995,10,1,INE043A01012,10
GTLINFRA,GTL Infrastructure Limited,eq,no,09-11-2006,10,1,INE221H01019,10
GTPL,GTPL Hathway Limited,eq,no,04-07-2017,10,1,INE869I01013,10
GUFICBIO,Gufic Biosciences Limited,eq,no,19-10-2004,1,1,INE742B01025,1
GUJALKALI,Gujarat Alkalies and Chemicals Limited,eq,no,07-08-1997,10,1,INE186A01019,10
GUJAPOLLO,Gujarat Apollo Industries Limited,eq,no,04-06-2007,10,1,INE826C01016,10
GUJGASLTD,Gujarat Gas Limited,eq,no,15-09-2015,2,1,INE844O01030,2
GUJRAFFIA,Gujarat Raffia Industries Limited,eq,no,09-10-1996,10,100,INE610B01024,10
GUJTHEM,Gujarat Themis Biosyn Limited,eq,no,25-02-2025,1,1,INE942C01045,1
GULFOILLUB,Gulf Oil Lubricants India Limited,eq,no,31-07-2014,2,1,INE635Q01029,2
GULFPETRO,GP Petroleums Limited,eq,no,24-09-2004,5,1,INE586G01017,5
GULPOLY,Gulshan Polyols Limited,eq,no,28-01-2015,1,1,INE255D01024,1
GVKPIL,GVK Power & Infrastructure Limited,be,no,27-02-2006,1,1,INE251H01024,1
GVPIL,GE Power India Limited,be,no,19-04-2000,10,1,INE878A01011,10
GVPTECH,GVP Infotech Limited,eq,no,06-09-2022,2,1,INE382T01030,2
GVT&D,GE Vernova T&D India Limited,eq,no,30-06-2008,2,1,INE200A01026,2
HAL,Hindustan Aeronautics Limited,eq,yes,28-03-2018,5,1,INE066F01020,5
HALDER,Halder Venture Limited,eq,no,19-01-2026,10,1,INE115S01010,10
HALEOSLABS,HALEOS LABS LIMITED,eq,no,17-08-2017,10,1,INE320X01016,10
HAPPSTMNDS,Happiest Minds Technologies Limited,eq,no,17-09-2020,2,1,INE419U01012,2
HAPPYFORGE,Happy Forgings Limited,eq,no,27-12-2023,2,1,INE330T01021,2
HARDWYN,Hardwyn India Limited,eq,no,12-04-2022,1,1,INE626Z01029,1
HARIOMPIPE,Hariom Pipe Industries Limited,eq,no,13-04-2022,10,1,INE00EV01017,10
HARRMALAYA,Harrisons  Malayalam Limited,eq,no,08-02-1995,10,1,INE544A01019,10
HARSHA,Harsha Engineers International Limited,eq,no,26-09-2022,10,1,INE0JUS01029,10
HATHWAY,Hathway Cable & Datacom Limited,eq,no,25-02-2010,2,1,INE982F01036,2
HATSUN,Hatsun Agro Product Limited,eq,no,20-06-2014,1,1,INE473B01035,1
HAVELLS,Havells India Limited,eq,yes,21-03-2001,1,1,INE176B01034,1
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,eq,no,16-02-2000,2,1,INE293B01029,2
HBLENGINE,HBL Engineering Limited,eq,no,04-01-2007,1,1,INE292B01021,1
HBSL,HB Stockholdings Limited,eq,no,23-07-2018,10,1,INE550B01022,10
HCC,Hindustan Construction Company Limited,eq,no,01-04-2003,1,1,INE549A01026,1
HCG,Healthcare Global Enterprises Limited,eq,no,30-03-2016,10,1,INE075I01017,10
HCL-INSYS,HCL Infosystems Limited,eq,no,01-01-1997,2,1,INE236A01020,2
HCLTECH,HCL Technologies Limited,eq,yes,06-01-2000,2,1,INE860A01027,2
HDBFS,HDB Financial Services Limited,eq,no,02-07-2025,10,1,INE756I01012,10
HDFCAMC,HDFC Asset Management Company Limited,eq,yes,06-08-2018,5,1,INE127D01025,5
HDFCBANK,HDFC Bank Limited,eq,yes,08-11-1995,1,1,INE040A01034,1
HDFCLIFE,HDFC Life Insurance Company Limited,eq,yes,17-11-2017,10,1,INE795G01014,10
HDIL,Housing Development and Infrastructure Limited,bz,no,24-07-2007,10,1,INE191I01012,10
HEADSUP,Heads UP Ventures Limited,eq,no,14-12-2016,10,1,INE759V01019,10
HECPROJECT,HEC Infra Projects Limited,eq,no,30-12-2021,10,1,INE558R01013,10
HEG,HEG Limited,eq,no,10-05-1995,2,1,INE545A01024,2
HEIDELBERG,HeidelbergCement India Limited,eq,no,15-03-1995,10,1,INE578A01017,10
HEMIPROP,Hemisphere Properties India Limited,eq,no,22-10-2020,10,1,INE0AJG01018,10
HERANBA,Heranba Industries Limited,eq,no,05-03-2021,10,1,INE694N01015,10
HERITGFOOD,Heritage Foods Limited,eq,no,27-11-1996,5,1,INE978A01027,5
HEROMOTOCO,Hero MotoCorp Limited,eq,yes,11-04-2003,2,1,INE158A01026,2
HESTERBIO,Hester Biosciences Limited,eq,no,13-03-2015,10,1,INE782E01017,10
HEXATRADEX,Hexa Tradex Limited,eq,no,20-04-2012,2,1,INE750M01017,2
HEXT,Hexaware Technologies Limited,eq,no,19-02-2025,1,1,INE093A01041,1
HFCL,HFCL Limited,eq,no,09-03-2011,1,1,INE548A01028,1
HGINFRA,H.G. Infra Engineering Limited,eq,no,09-03-2018,10,1,INE926X01010,10
HGM,HandsOn Global Management (HGM) Limited,eq,no,27-09-2006,10,1,INE596H01014,10
HGS,Hinduja Global Solutions Limited,eq,no,19-06-2007,10,1,INE170I01016,10
HIKAL,Hikal Limited,eq,no,14-02-2001,2,1,INE475B01022,2
HILINFRA,Highway Infrastructure Limited,eq,no,12-08-2025,5,1,INE00RL01028,5
HILTON,Hilton Metal Forging Limited,eq,no,24-05-2007,10,1,INE788H01017,10
HIMATSEIDE,Himatsingka Seide Limited,eq,no,08-02-1995,5,1,INE049A01027,5
HINDALCO,Hindalco Industries Limited,eq,yes,08-01-1997,1,1,INE038A01020,1
HINDCOMPOS,Hindustan Composites Limited,eq,no,08-05-1996,5,1,INE310C01029,5
HINDCON,Hindcon Chemicals Limited,eq,no,05-07-2021,2,1,INE642Y01029,2
HINDCOPPER,Hindustan Copper Limited,eq,no,15-09-2010,5,1,INE531E01026,5
HINDOILEXP,Hindustan Oil Exploration Company Limited,eq,no,23-09-2003,10,1,INE345A01011,10
HINDPETRO,Hindustan Petroleum Corporation Limited,eq,yes,17-06-1998,10,1,INE094A01015,10
HINDUNILVR,Hindustan Unilever Limited,eq,yes,06-07-1995,1,1,INE030A01027,1
HINDWAREAP,Hindware Home Innovation Limited,eq,no,26-12-2019,2,1,INE05AN01011,2
HINDZINC,Hindustan Zinc Limited,eq,yes,21-11-2006,2,1,INE267A01025,2
HIRECT,Hind Rectifiers Limited,eq,no,26-12-2006,2,1,INE835D01023,2
HISARMETAL,Hisar Metal Industries Limited,eq,no,05-01-2017,10,1,INE598C01011,10
HITECH,Hi-Tech Pipes Limited,eq,no,07-05-2018,1,1,INE106T01025,1
HITECHCORP,Hitech Corporation Limited,eq,no,20-12-2007,10,1,INE120D01012,10
HITECHGEAR,The Hi-Tech Gears Limited,be,no,21-01-2002,10,1,INE127B01011,10
HLEGLAS,HLE Glascoat Limited,eq,no,09-02-2023,2,1,INE461D01028,2
HLVLTD,HLV LIMITED,eq,no,19-07-1995,2,1,INE102A01024,2
HMAAGRO,HMA Agro Industries Limited,eq,no,04-07-2023,1,1,INE0ECP01024,1
HMT,HMT Limited,bz,no,29-08-2003,10,1,INE262A01018,10
HMVL,Hindustan Media Ventures Limited,eq,no,21-07-2010,10,1,INE871K01015,10
HNDFDS,Hindustan Foods Limited,eq,no,06-06-2023,2,1,INE254N01026,2
HOMEFIRST,Home First Finance Company India Limited,eq,no,03-02-2021,2,1,INE481N01025,2
HONASA,Honasa Consumer Limited,eq,no,07-11-2023,10,1,INE0J5401028,10
HONAUT,Honeywell Automation India Limited,eq,no,18-07-2003,10,1,INE671A01010,10
HONDAPOWER,Honda India Power Products Limited,eq,no,01-04-2003,10,1,INE634A01018,10
HPAL,HP Adhesives Limited,eq,no,27-12-2021,2,1,INE0GSL01024,2
HPIL,Hindprakash Industries Limited,eq,no,07-11-2022,10,1,INE05X901010,10
HPL,HPL Electric & Power Limited,eq,no,04-10-2016,10,1,INE495S01016,10
HSCL,Himadri Speciality Chemical Limited,eq,no,02-03-2007,1,1,INE019C01026,1
HTMEDIA,HT Media Limited,eq,no,01-09-2005,2,1,INE501G01024,2
HUBTOWN,Hubtown Limited,eq,no,07-02-2007,10,1,INE703H01016,10
HUDCO,Housing & Urban Development Corporation Limited,eq,yes,19-05-2017,10,1,INE031A01017,10
HUHTAMAKI,Huhtamaki India Limited,eq,no,01-10-2004,2,1,INE275B01026,2
HYBRIDFIN,Hybrid Financial Services Limited,eq,no,05-12-2022,5,1,INE965B01022,5
HYUNDAI,Hyundai Motor India Limited,eq,no,22-10-2024,10,1,INE0V6F01027,10
IBULLSLTD,Indiabulls Limited,eq,no,18-08-2011,2,1,INE126M01010,2
ICDSLTD,ICDS Limited,be,no,17-11-1999,10,1,INE613B01010,10
ICEMAKE,Ice Make Refrigeration Limited,eq,no,12-10-2020,10,1,INE520Y01019,10
ICICIAMC,ICICI Prudential Asset Management Company Limited,eq,no,19-12-2025,1,1,INE346A01027,1
ICICIBANK,ICICI Bank Limited,eq,yes,17-09-1997,2,1,INE090A01021,2
ICICIGI,ICICI Lombard General Insurance Company Limited,eq,yes,27-09-2017,10,1,INE765G01017,10
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,eq,yes,29-09-2016,10,1,INE726G01019,10
ICIL,Indo Count Industries Limited,eq,no,12-09-2005,2,1,INE483B01026,2
ICRA,ICRA Limited,eq,no,13-04-2007,10,1,INE725G01011,10
IDBI,IDBI Bank Limited,eq,no,20-09-1995,10,1,INE008A01015,10
IDEA,Vodafone Idea Limited,eq,yes,09-03-2007,10,1,INE669E01016,10
IDEAFORGE,Ideaforge Technology Limited,eq,no,07-07-2023,10,1,INE349Y01013,10
IDFCFIRSTB,IDFC First Bank Limited,eq,yes,06-11-2015,10,1,INE092T01019,10
IEX,Indian Energy Exchange Limited,eq,yes,23-10-2017,1,1,INE022Q01020,1
IFBAGRO,IFB Agro Industries Limited,eq,no,03-04-1996,10,1,INE076C01018,10
IFBIND,IFB Industries Limited,eq,no,29-03-1995,10,1,INE559A01017,10
IFCI,IFCI Limited,eq,no,26-04-1995,10,1,INE039A01010,10
IFGLEXPOR,IFGL Refractories Limited,eq,no,14-11-2017,10,1,INE133Y01011,10
IGARASHI,Igarashi Motors India Limited,eq,no,09-10-2003,10,1,INE188B01013,10
IGCL,Indogulf Cropsciences Limited,eq,no,03-07-2025,10,1,INE05J901018,10
IGIL,International Gemmological Institute (India) Limited,eq,no,20-12-2024,2,1,INE0Q9301021,2
IGL,Indraprastha Gas Limited,eq,no,26-12-2003,2,1,INE203G01027,2
IGPL,IG Petrochemicals Limited,eq,no,29-01-2007,10,1,INE204A01010,10
IIFL,IIFL Finance Limited,eq,no,17-05-2005,2,1,INE530B01024,2
IIFLCAPS,IIFL Capital Services Limited,eq,no,20-09-2019,2,1,INE489L01022,2
IITL,Industrial Investment Trust Limited,eq,no,17-08-2010,10,1,INE886A01014,10
IKIO,IKIO Technologies Limited,eq,no,16-06-2023,10,1,INE0LOJ01019,10
IKS,Inventurus Knowledge Solutions Limited,eq,no,19-12-2024,1,1,INE115Q01022,1
IL&FSENGG,IL&FS Engineering and Construction Company Limited,bz,no,25-10-2007,10,1,INE369I01014,10
IL&FSTRANS,IL&FS Transportation Networks Limited,bz,no,30-03-2010,10,1,INE975G01012,10
IMAGICAA,Imagicaaworld Entertainment Limited,eq,no,06-04-2015,10,1,INE172N01012,10
IMFA,Indian Metals & Ferro Alloys Limited,eq,no,23-07-2010,10,1,INE919H01018,10
IMPAL,India Motor Parts and Accessories Limited,eq,no,07-10-2005,10,1,INE547E01014,10
IMPEXFERRO,Impex Ferro Tech Limited,bz,no,03-02-2005,10,1,INE691G01015,10
INA,Insolation Energy Limited,eq,no,09-03-2026,1,1,INE0LGX01024,1
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,eq,no,01-07-2016,10,1,INE452L01012,10
INDBANK,Indbank Merchant Banking Services Limited,eq,no,08-10-2008,10,1,INE841B01017,10
INDGN,Indegene Limited,eq,no,13-05-2024,2,1,INE065X01017,2
INDHOTEL,The Indian Hotels Company Limited,eq,yes,03-07-1996,1,1,INE053A01029,1
INDIACEM,The India Cements Limited,eq,no,31-05-2000,10,1,INE383A01012,10
INDIAGLYCO,India Glycols Limited,eq,no,01-07-2005,5,1,INE560A01023,5
INDIAMART,Indiamart Intermesh Limited,eq,no,04-07-2019,10,1,INE933S01016,10
INDIANB,Indian Bank,eq,yes,01-03-2007,10,1,INE562A01011,10
INDIANCARD,Indian Card Clothing Company Limited,eq,no,08-01-1997,10,1,INE061A01014,10
INDIANHUME,Indian Hume Pipe Company Limited,eq,no,30-08-1995,2,1,INE323C01030,2
INDIASHLTR,India Shelter Finance Corporation Limited,eq,no,20-12-2023,5,1,INE922K01024,5
INDIGO,InterGlobe Aviation Limited,eq,yes,10-11-2015,10,1,INE646L01027,10
INDIGOPNTS,Indigo Paints Limited,eq,no,02-02-2021,10,1,INE09VQ01012,10
INDIQUBE,Indiqube Spaces Limited,eq,no,30-07-2025,1,1,INE06ST01018,1
INDNIPPON,India Nippon Electricals Limited,eq,no,07-05-1997,5,1,INE092B01025,5
INDOAMIN,Indo Amines Limited,eq,no,29-04-2022,5,1,INE760F01028,5
INDOBORAX,Indo Borax & Chemicals Limited,eq,no,29-03-2022,1,1,INE803D01021,1
INDOCO,Indoco Remedies Limited,eq,no,14-01-2005,2,1,INE873D01024,2
INDOFARM,Indo Farm Equipment Limited,eq,no,07-01-2025,10,1,INE622H01018,10
INDORAMA,Indo Rama Synthetics (India) Limited,eq,no,20-06-2003,10,1,INE156A01020,10
INDOSTAR,IndoStar Capital Finance Limited,eq,no,21-05-2018,10,1,INE896L01010,10
INDOTECH,Indo Tech Transformers Limited,eq,no,16-03-2006,10,1,INE332H01014,10
INDOTHAI,Indo Thai Securities Limited,eq,no,02-11-2011,1,1,INE337M01021,1
INDOUS,Indo Us Biotech Limited,eq,no,27-09-2024,10,1,INE250Z01010,10
INDOWIND,Indowind Energy Limited,eq,no,14-09-2007,10,1,INE227G01018,10
INDRAMEDCO,Indraprastha Medical Corporation Limited,eq,no,17-04-1997,10,1,INE681B01017,10
INDSWFTLAB,Ind-Swift Laboratories Limited,eq,no,02-07-1997,10,1,INE915B01019,10
INDTERRAIN,Indian Terrain Fashions Limited,eq,no,11-03-2011,2,1,INE611L01021,2
INDUSINDBK,IndusInd Bank Limited,eq,yes,28-01-1998,10,1,INE095A01012,10
INDUSTOWER,Indus Towers Limited,eq,yes,28-12-2012,10,1,INE121J01017,10
INFOBEAN,InfoBeans Technologies Limited,eq,no,15-07-2019,10,1,INE344S01016,10
INFOMEDIA,Infomedia Press Limited,eq,no,12-10-2006,10,1,INE669A01022,10
INFY,Infosys Limited,eq,yes,08-02-1995,5,1,INE009A01021,5
INGERRAND,Ingersoll Rand (India) Limited,eq,no,15-04-1999,10,1,INE177A01018,10
INNOVACAP,Innova Captab Limited,eq,no,29-12-2023,10,1,INE0DUT01020,10
INNOVANA,Innovana Thinklabs Limited,eq,no,17-12-2024,10,1,INE403Y01018,10
INNOVISION,Innovision Limited,eq,no,23-03-2026,10,1,INE0ADB01012,10
INOXGREEN,Inox Green Energy Services Limited,eq,no,23-11-2022,10,1,INE510W01014,10
INOXINDIA,INOX India Limited,eq,no,21-12-2023,2,1,INE616N01034,2
INOXWIND,Inox Wind Limited,eq,yes,09-04-2015,10,1,INE066P01011,10
INSECTICID,Insecticides (India) Limited,eq,no,30-05-2007,10,1,INE070I01018,10
INSPIRISYS,Inspirisys Solutions Limited,be,no,30-10-2006,10,1,INE020G01017,10
INTELLECT,Intellect Design Arena Limited,eq,no,18-12-2014,5,1,INE306R01017,5
INTENTECH,Intense Technologies Limited,eq,no,23-03-2017,2,1,INE781A01025,2
INTERARCH,Interarch Building Solutions Limited,eq,no,26-08-2024,10,1,INE00M901018,10
INTLCONV,International Conveyors Limited,eq,no,16-09-2021,1,1,INE575C01027,1
INVENTURE,Inventure Growth & Securities Limited,eq,no,04-08-2011,1,1,INE878H01024,1
IOB,Indian Overseas Bank,eq,no,07-12-2000,10,1,INE565A01014,10
IOC,Indian Oil Corporation Limited,eq,yes,24-07-1996,10,1,INE242A01010,10
IOLCP,IOL Chemicals and Pharmaceuticals Limited,eq,no,08-11-2010,2,1,INE485C01029,2
IONEXCHANG,ION Exchange (India) Limited,eq,no,22-02-2022,1,1,INE570A01022,1
IPCALAB,IPCA Laboratories Limited,eq,no,08-02-1995,1,1,INE571A01038,1
IPL,India Pesticides Limited,eq,no,05-07-2021,1,1,INE0D6701023,1
IRB,IRB Infrastructure Developers Limited,eq,no,25-02-2008,1,1,INE821I01022,1
IRCON,Ircon International Limited,eq,no,28-09-2018,2,1,INE962Y01021,2
IRCTC,Indian Railway Catering And Tourism Corporation Limited,eq,no,14-10-2019,2,1,INE335Y01020,2
IREDA,Indian Renewable Energy Development Agency Limited,eq,yes,29-11-2023,10,1,INE202E01016,10
IRFC,Indian Railway Finance Corporation Limited,eq,yes,29-01-2021,10,1,INE053F01010,10
IRIS,IRIS RegTech Solutions Limited,eq,no,08-11-2021,10,1,INE864K01010,10
IRISDOREME,Iris Clothings Limited,eq,no,22-02-2021,2,1,INE01GN01025,2
IRMENERGY,IRM Energy Limited,eq,no,26-10-2023,10,1,INE07U701015,10
ISFT,Intrasoft Technologies Limited,eq,no,12-04-2010,10,1,INE566K01011,10
ISGEC,Isgec Heavy Engineering Limited,eq,no,05-05-2021,1,1,INE858B01029,1
ISHANCH,Ishan Dyes and Chemicals Limited,eq,no,24-03-2025,10,1,INE561M01018,10
ITC,ITC Limited,eq,yes,23-08-1995,1,1,INE154A01025,1
ITCHOTELS,ITC Hotels Limited,eq,no,29-01-2025,1,1,INE379A01028,1
ITDC,India Tourism Development Corporation Limited,eq,no,30-12-2016,10,1,INE353K01014,10
ITI,ITI Limited,eq,no,15-09-2003,10,1,INE248A01017,10
IVALUE,Ivalue Infosolutions Limited,eq,no,25-09-2025,2,1,INE056801025,2
IVC,IL&FS Investment Managers Limited,eq,no,15-09-1999,2,1,INE050B01023,2
IVP,IVP Limited,eq,no,13-09-1995,10,1,INE043C01018,10
IXIGO,Le Travenues Technology Limited,eq,no,18-06-2024,1,1,INE0HV901016,1
IZMO,IZMO Limited,be,no,05-02-2007,10,1,INE848A01014,10
J&KBANK,The Jammu & Kashmir Bank Limited,eq,no,22-07-1998,1,1,INE168A01041,1
JAGRAN,Jagran Prakashan Limited,eq,no,22-02-2006,2,1,INE199G01027,2
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,eq,no,01-03-2000,2,1,INE048B01035,2
JAIBALAJI,Jai Balaji Industries Limited,eq,no,09-12-2003,2,1,INE091G01026,2
JAICORPLTD,Jai Corp Limited,eq,no,26-11-1997,1,1,INE070D01027,1
JAINREC,Jain Resource Recycling Limited,eq,no,01-10-2025,2,1,INE0YD401026,2
JAIPURKURT,Nandani Creation Limited,eq,no,02-09-2021,10,1,INE696V01013,10
JAMNAAUTO,Jamna Auto Industries Limited,eq,no,10-12-2010,1,1,INE039C01032,1
JARO,Jaro Institute of Technology Management and Research Limited,eq,no,30-09-2025,10,1,INE00YJ01010,10
JASH,Jash Engineering Limited,eq,no,30-10-2019,2,1,INE039O01029,2
JAYAGROGN,Jayant Agro Organics Limited,eq,no,17-04-1996,5,1,INE785A01026,5
JAYBARMARU,Jay Bharat Maruti Limited,eq,no,03-01-1996,2,1,INE571B01036,2
JAYKAY,Jaykay Enterprises Limited,eq,no,03-12-2025,1,1,INE903A01025,1
JAYNECOIND,Jayaswal Neco Industries Limited,eq,no,10-05-1995,10,1,INE854B01010,10
JAYSREETEA,Jayshree Tea & Industries Limited,eq,no,15-02-1995,5,1,INE364A01020,5
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,eq,no,29-04-2003,1,1,INE572A01036,1
JBMA,JBM Auto Limited,eq,no,17-12-2004,1,1,INE927D01051,1
JETFREIGHT,Jet Freight Logistics Limited,eq,no,21-12-2021,5,1,INE982V01025,5
JGCHEM,J.G.Chemicals Limited,eq,no,13-03-2024,10,1,INE0MB501011,10
JHS,JHS Svendgaard Laboratories Limited,eq,no,21-10-2006,10,1,INE544H01014,10
JINDALPHOT,Jindal Photo Limited,eq,no,07-04-2005,10,1,INE796G01012,10
JINDALPOLY,Jindal Poly Films Limited,eq,no,21-01-2002,10,1,INE197D01010,10
JINDALSAW,Jindal Saw Limited,eq,no,29-04-2003,1,1,INE324A01032,1
JINDALSTEL,JINDAL STEEL LIMITED,eq,yes,29-12-1999,1,1,INE749A01030,1
JINDRILL,Jindal Drilling And Industries Limited,eq,no,22-12-2006,5,1,INE742C01031,5
JINDWORLD,Jindal Worldwide Limited,eq,no,25-11-2010,1,1,INE247D01039,1
JIOFIN,Jio Financial Services Limited,eq,yes,21-08-2023,10,1,INE758E01017,10
JISLDVREQS,Jain Irrigation Systems Limited,eq,no,30-11-2011,2,1,IN9175A01010,2
JISLJALEQS,Jain Irrigation Systems Limited,eq,no,13-08-2001,2,1,INE175A01038,2
JITFINFRA,JITF Infralogistics Limited,be,no,27-02-2017,2,1,INE863T01013,2
JKCEMENT,JK Cement Limited,eq,no,14-03-2006,10,1,INE823G01014,10
JKIL,J.Kumar Infraprojects Limited,eq,no,12-02-2008,5,1,INE576I01022,5
JKIPL,Jinkushal Industries Limited,eq,no,03-10-2025,10,1,INE1FF001016,10
JKLAKSHMI,JK Lakshmi Cement Limited,eq,no,19-06-2006,5,1,INE786A01032,5
JKPAPER,JK Paper Limited,eq,no,16-06-2005,10,1,INE789E01012,10
JKTYRE,JK Tyre & Industries Limited,eq,no,19-03-2007,2,1,INE573A01042,2
JLHL,Jupiter Life Line Hospitals Limited,eq,no,18-09-2023,10,1,INE682M01012,10
JMA,Jullundur Motor Agency (Delhi) Limited,eq,no,16-03-2015,2,1,INE412C01023,2
JMFINANCIL,JM Financial Limited,eq,no,10-10-2006,1,1,INE780C01023,1
JNKINDIA,JNK India Limited,eq,no,30-04-2024,2,1,INE0OAF01028,2
JOCIL,Jocil Limited,eq,no,08-10-2008,10,1,INE839G01010,10
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,eq,no,11-11-2013,10,1,INE147P01019,10
