symbol,name_of_company, series,fno_stock, date_of_listing, paid_up_value, market_lot, isin_number, face_value
JPPOWER,Jaiprakash Power Ventures Limited,eq,no,18-04-2005,10,1,INE351F01018,10
JSFB,Jana Small Finance Bank Limited,eq,no,14-02-2024,10,1,INE953L01027,10
JSL,Jindal Stainless Limited,eq,no,17-11-2003,2,1,INE220G01021,2
JSLL,Jeena Sikho Lifecare Limited,eq,no,11-08-2025,2,1,INE0J5801029,2
JSWCEMENT,JSW Cement Limited,eq,no,14-08-2025,10,1,INE718I01012,10
JSWDULUX,JSW Dulux Limited,eq,no,28-06-2001,10,1,INE133A01011,10
JSWENERGY,JSW Energy Limited,eq,yes,04-01-2010,10,1,INE121E01018,10
JSWHL,JSW Holdings Limited,eq,no,21-06-2005,10,1,INE824G01012,10
JSWINFRA,JSW Infrastructure Limited,eq,no,03-10-2023,2,1,INE880J01026,2
JSWSTEEL,JSW Steel Limited,eq,yes,23-03-2005,1,1,INE019A01038,1
JTEKTINDIA,Jtekt India Limited,eq,no,12-01-2004,1,1,INE643A01035,1
JTLIND,JTL INDUSTRIES LIMITED,eq,no,12-06-2023,1,1,INE391J01032,1
JUBLCPL,Jubilant Agri and Consumer Products Limited,eq,no,14-02-2025,10,1,INE03CC01015,10
JUBLFOOD,Jubilant Foodworks Limited,eq,yes,08-02-2010,2,1,INE797F01020,2
JUBLINGREA,Jubilant Ingrevia Limited,eq,no,19-03-2021,1,1,INE0BY001018,1
JUBLPHARMA,Jubilant Pharmova Limited,eq,no,16-06-2003,1,1,INE700A01033,1
JUNIPER,Juniper Hotels Limited,eq,no,28-02-2024,10,1,INE696F01016,10
JUSTDIAL,Just Dial Limited,eq,no,05-06-2013,10,1,INE599M01018,10
JWL,Jupiter Wagons Limited,eq,no,18-10-2010,10,1,INE209L01016,10
JYOTHYLAB,Jyothy Labs Limited,eq,no,19-12-2007,1,1,INE668F01031,1
JYOTICNC,Jyoti CNC Automation Limited,eq,no,16-01-2024,2,1,INE980O01024,2
JYOTISTRUC,Jyoti Structures Limited,eq,no,19-07-1995,2,1,INE197A01024,2
KABRAEXTRU,Kabra Extrusion Technik Limited,eq,no,06-09-1995,5,1,INE900B01029,5
KAJARIACER,Kajaria Ceramics Limited,eq,no,01-06-2004,1,1,INE217B01036,1
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,eq,no,13-12-1995,10,1,INE437B01014,10
KALAMANDIR,Sai Silks (Kalamandir) Limited,eq,no,27-09-2023,2,1,INE438K01021,2
KALPATARU,Kalpataru Limited,eq,no,01-07-2025,10,1,INE227J01012,10
KALYANI,Kalyani Commercials Limited,be,no,13-02-2017,10,1,INE610E01010,10
KALYANIFRG,Kalyani Forge Limited,eq,no,20-12-2007,10,1,INE314G01014,10
KALYANKJIL,Kalyan Jewellers India Limited,eq,yes,26-03-2021,10,1,INE303R01014,10
KAMATHOTEL,Kamat Hotels (I) Limited,eq,no,29-05-1996,10,1,INE967C01018,10
KAMDHENU,Kamdhenu Limited,eq,no,09-05-2006,1,1,INE390H01020,1
KAMOPAINTS,Kamdhenu Ventures Limited,eq,no,24-01-2023,1,1,INE0BTI01037,1
KANANIIND,Kanani Industries Limited,eq,no,14-12-2011,1,1,INE879E01037,1
KANORICHEM,Kanoria Chemicals & Industries Limited,eq,no,08-02-1995,5,1,INE138C01024,5
KANPRPLA,Kanpur Plastipack Limited,eq,no,01-01-2021,10,1,INE694E01014,10
KANSAINER,Kansai Nerolac Paints Limited,eq,no,15-09-2003,1,1,INE531A01024,1
KAPSTON,Kapston Services Limited,be,no,27-05-2020,5,1,INE542Z01028,5
KARMAENG,Karma Energy Limited,eq,no,28-06-2011,10,1,INE725L01011,10
KARURVYSYA,Karur Vysya Bank Limited,eq,no,26-07-2000,2,1,INE036D01028,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,eq,no,14-12-2007,1000,1,INE234I01028,1000
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,be,no,29-01-2008,10,1,INE641C01019,10
KAYA,Kaya Limited,eq,no,14-08-2015,10,1,INE587G01015,10
KAYNES,Kaynes Technology India Limited,eq,yes,22-11-2022,10,1,INE918Z01012,10
KCP,KCP Limited,eq,no,09-04-1997,1,1,INE805C01028,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,eq,no,11-06-1997,1,1,INE790B01024,1
KDDL,KDDL Limited,eq,no,23-03-2016,10,1,INE291D01011,10
KEC,KEC International Limited,eq,no,10-03-2006,2,1,INE389H01022,2
KECL,Kirloskar Electric Company Limited,eq,no,09-03-2010,10,1,INE134B01017,10
KEEPLEARN,DSJ Keep Learning Limited,eq,no,01-03-1995,1,1,INE055C01020,1
KEI,KEI Industries Limited,eq,yes,23-03-2006,2,1,INE878B01027,2
KELLTONTEC,Kellton Tech Solutions Limited,eq,no,02-03-2016,1,1,INE164B01030,1
KERNEX,Kernex Microsystems (India) Limited,eq,no,20-12-2005,10,1,INE202H01019,10
KESORAMIND,Kesoram Industries Limited,eq,no,06-09-1995,10,1,INE087A01019,10
KEYFINSERV,Keynote Financial Services Limited,eq,no,26-06-1996,10,1,INE681C01015,10
KFINTECH,Kfin Technologies Limited,eq,yes,29-12-2022,10,1,INE138Y01010,10
KHADIM,Khadim India Limited,eq,no,14-11-2017,10,1,INE834I01025,10
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,eq,no,30-10-2020,1,1,INE745B01028,1
KHAITANLTD,Khaitan (India) Limited,eq,no,20-12-1995,10,1,INE731C01018,10
KHANDSE,Khandwala Securities Limited,eq,no,07-02-2001,10,1,INE060B01014,10
KICL,Kalyani Investment Company Limited,eq,no,14-01-2011,10,1,INE029L01018,10
KILITCH,Kilitch Drugs (India) Limited,eq,no,29-09-2010,10,1,INE729D01010,10
KIMS,Krishna Institute of Medical Sciences Limited,eq,no,28-06-2021,2,1,INE967H01025,2
KINGFA,Kingfa Science & Technology (India) Limited,eq,no,15-11-2016,10,1,INE473D01015,10
KIOCL,KIOCL Limited,eq,no,29-11-2016,10,1,INE880L01014,10
KIRIINDUS,Kiri Industries Limited,eq,no,22-04-2008,10,1,INE415I01015,10
KIRLOSBROS,Kirloskar Brothers Limited,eq,no,20-04-2010,2,1,INE732A01036,2
KIRLOSENG,Kirloskar Oil Engines Limited,eq,no,24-12-2010,2,1,INE146L01010,2
KIRLOSIND,Kirloskar Industries Limited,eq,no,24-06-2010,10,1,INE250A01039,10
KIRLPNU,Kirloskar Pneumatic Company Limited,eq,no,26-04-2023,2,1,INE811A01020,2
KITEX,Kitex Garments Limited,eq,no,25-09-2012,1,1,INE602G01020,1
KKCL,Kewal Kiran Clothing Limited,eq,no,13-04-2006,10,1,INE401H01017,10
KMEW,Knowledge Marine & Engineering Works Limited,eq,no,14-11-2024,5,1,INE0CJD01029,5
KMSUGAR,K.M.Sugar Mills Limited,eq,no,31-05-2007,2,1,INE157H01023,2
KNAGRI,KN Agri Resources Limited,eq,no,09-12-2025,10,1,INE0KNW01016,10
KNRCON,KNR Constructions Limited,eq,no,18-02-2008,2,1,INE634I01029,2
KOHINOOR,Kohinoor Foods Limited,eq,no,20-10-1999,10,1,INE080B01012,10
KOKUYOCMLN,Kokuyo Camlin Limited,eq,no,28-07-2008,1,1,INE760A01029,1
KOLTEPATIL,Kolte - Patil Developers Limited,eq,no,13-12-2007,10,1,INE094I01018,10
KOPRAN,Kopran Limited,eq,no,09-06-1999,10,1,INE082A01010,10
KOTAKBANK,Kotak Mahindra Bank Limited,eq,yes,20-12-1995,1,1,INE237A01036,1
KOTARISUG,Kothari Sugars And Chemicals Limited,eq,no,13-12-2004,10,1,INE419A01022,10
KOTHARIPET,Kothari Petrochemicals Limited,eq,no,02-11-1996,10,1,INE720A01015,10
KOTHARIPRO,Kothari Products Limited,eq,no,03-06-1998,10,1,INE823A01017,10
KOTYARK,Kotyark Industries Limited,eq,no,12-03-2026,10,1,INE0J0B01017,10
KPEL,K.P. Energy Limited,eq,no,14-11-2024,5,1,INE127T01021,5
KPIGREEN,KPI Green Energy Limited,eq,no,27-07-2021,5,1,INE542W01025,5
KPIL,Kalpataru Projects International Limited,eq,no,15-12-2000,2,1,INE220B01022,2
KPITTECH,KPIT Technologies Limited,eq,yes,22-04-2019,10,1,INE04I401011,10
KPRMILL,K.P.R. Mill Limited,eq,no,28-08-2007,1,1,INE930H01031,1
KRBL,KRBL Limited,eq,no,21-01-2002,1,1,INE001B01026,1
KREBSBIO,Krebs Biochemicals and Industries Limited,eq,no,03-01-1996,10,1,INE268B01013,10
KRIDHANINF,Kridhan Infra Limited,eq,no,11-12-2015,2,1,INE524L01026,2
KRISHANA,Krishana Phoschem Limited,eq,no,22-08-2019,10,1,INE506W01012,10
KRISHIVAL,Krishival Foods Limited,eq,no,20-06-2025,10,1,INE0GGO01015,10
KRISHNADEF,Krishna Defence And Allied Industries Limited,eq,no,30-12-2025,10,1,INE0J5601015,10
KRITI,Kriti Industries (India) Limited,eq,no,01-11-2021,1,1,INE479D01038,1
KRITIKA,Kritika Wires Limited,eq,no,04-05-2022,2,1,INE00Z501029,2
KRITINUT,Kriti Nutrients Limited,eq,no,07-10-2022,1,1,INE798K01010,1
KRN,KRN Heat Exchanger and Refrigeration Limited,eq,no,03-10-2024,10,1,INE0Q3J01015,10
KRONOX,Kronox Lab Sciences Limited,eq,no,10-06-2024,10,1,INE0ATZ01017,10
KROSS,Kross Limited,eq,no,16-09-2024,5,1,INE0O6601022,5
KRSNAA,Krsnaa Diagnostics Limited,eq,no,16-08-2021,5,1,INE08LI01020,5
KRYSTAL,Krystal Integrated Services Limited,eq,no,21-03-2024,10,1,INE0QN801017,10
KSB,Ksb Limited,eq,no,08-02-1995,2,1,INE999A01023,2
KSCL,Kaveri Seed Company Limited,eq,no,04-10-2007,2,1,INE455I01029,2
KSHINTL,KSH International Limited,eq,no,23-12-2025,5,1,INE987S01020,5
KSHITIJPOL,Kshitij Polyline Limited,be,no,27-07-2022,2,1,INE013801027,2
KSL,Kalyani Steels Limited,eq,no,19-05-2010,5,1,INE907A01026,5
KSOLVES,Ksolves India Limited,eq,no,23-09-2022,5,1,INE0D6I01023,5
KSR,KSR Footwear Limited,be,no,27-11-2025,10,1,INE1SPP01016,10
KTKBANK,The Karnataka Bank Limited,eq,no,10-05-2000,10,1,INE614B01018,10
KUANTUM,Kuantum Papers Limited,eq,no,23-10-2019,1,1,INE529I01021,1
KWIL,Kwality Wall's (India) Limited,eq,no,16-02-2026,1,1,INE2KCE01013,1
LAGNAM,Lagnam Spintex Limited,eq,no,30-09-2021,10,1,INE548Z01017,10
LAKPRE,Lakshmi Precision Screws Limited,bz,no,26-09-2006,10,1,INE651C01018,10
LAL,Lorenzini Apparels Limited,eq,no,10-04-2023,1,1,INE740X01023,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,eq,no,23-12-2015,10,1,INE600L01024,10
LAMBODHARA,Lambodhara Textiles Limited,eq,no,04-02-2015,5,1,INE112F01022,5
LANCORHOL,Lancor Holdings Limited,be,no,12-03-2024,2,1,INE572G01025,2
LANDMARK,Landmark Cars Limited,eq,no,23-12-2022,5,1,INE559R01029,5
LANDSMILL,Landsmill Green Limited,eq,no,03-08-2009,1,1,INE688J01023,1
LAOPALA,La Opala RG Limited,eq,no,16-03-2007,2,1,INE059D01020,2
LASA,Lasa Supergenerics Limited,eq,no,21-09-2017,10,1,INE670X01014,10
LATENTVIEW,Latent View Analytics Limited,eq,no,23-11-2021,1,1,INE0I7C01011,1
LATTEYS,Latteys Industries Limited,eq,no,23-05-2023,2,1,INE262Z01023,2
LAURUSLABS,Laurus Labs Limited,eq,yes,19-12-2016,2,1,INE947Q01028,2
LAXMICOT,Laxmi Cotspin Limited,be,no,12-11-2021,10,1,INE801V01019,10
LAXMIDENTL,Laxmi Dental Limited,eq,no,20-01-2025,2,1,INE0WO601020,2
LAXMIINDIA,Laxmi India Finance Limited,eq,no,05-08-2025,5,1,INE06WU01026,5
LCCINFOTEC,LCC Infotech Limited,be,no,02-03-2000,2,1,INE938A01021,2
LEMERITE,Le Merite Exports Limited,eq,no,12-12-2025,10,1,INE0G1L01017,10
LEMONTREE,Lemon Tree Hotels Limited,eq,no,09-04-2018,10,1,INE970X01018,10
LENSKART,Lenskart Solutions Limited,eq,no,10-11-2025,2,1,INE956O01016,2
LEXUS,Lexus Granito (India) Limited,be,no,13-03-2023,10,1,INE500X01013,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,eq,no,15-04-2015,10,1,INE850E01012,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,eq,no,30-03-2010,10,1,INE337A01034,10
LGEINDIA,LG Electronics India Limited,eq,no,14-10-2025,10,1,INE324D01010,10
LGHL,Laxmi Goldorna House Limited,eq,no,10-11-2023,10,1,INE258Y01016,10
LIBAS,Libas Consumer Products Limited,eq,no,23-07-2019,10,1,INE908V01012,10
LIBERTSHOE,Liberty Shoes Limited,eq,no,27-09-1995,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Limited,eq,yes,29-07-1998,2,1,INE115A01026,2
LICI,Life Insurance Corporation Of India,eq,yes,17-05-2022,10,1,INE0J1Y01017,10
LIKHITHA,Likhitha Infrastructure Limited,be,no,15-10-2020,5,1,INE060901027,5
LINC,Linc Limited,eq,no,09-03-2015,5,1,INE802B01027,5
LINCOLN,Lincoln Pharmaceuticals Limited,eq,no,17-12-2015,10,1,INE405C01035,10
LINDEINDIA,Linde India Limited,eq,no,16-06-1999,10,1,INE473A01011,10
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,eq,no,18-07-2016,1,1,INE093R01011,1
LLOYDSENT,Lloyds Enterprises Limited,eq,no,17-10-2024,1,1,INE080I01025,1
LLOYDSME,Lloyds Metals And Energy Limited,eq,no,17-07-2023,1,1,INE281B01032,1
LMW,LMW Limited,eq,no,29-03-1995,10,1,INE269B01029,10
LODHA,Lodha Developers Limited,eq,yes,19-04-2021,10,1,INE670K01029,10
LOKESHMACH,Lokesh Machines Limited,eq,no,05-05-2006,10,1,INE397H01017,10
LORDSCHLO,Lords Chloro Alkali Limited,eq,no,28-08-2023,10,1,INE846D01012,10
LOTUSDEV,Sri Lotus Developers and Realty Limited,eq,no,06-08-2025,1,1,INE0V9Q01010,1
LOTUSEYE,Lotus Eye Hospital and Institute Limited,eq,no,11-07-2008,10,1,INE947I01017,10
LOVABLE,Lovable Lingerie Limited,eq,no,24-03-2011,10,1,INE597L01014,10
LOYALTEX,Loyal Textile Mills Limited,be,no,11-08-2022,10,1,INE970D01010,10
LPDC,Landmark Property Development Company Limited,eq,no,12-08-2008,1,1,INE197J01017,1
LT,Larsen & Toubro Limited,eq,yes,23-06-2004,2,1,INE018A01030,2
LTF,L&T Finance Limited,eq,yes,12-08-2011,10,1,INE498L01015,10
LTFOODS,LT Foods Limited,eq,no,18-12-2006,1,1,INE818H01020,1
LTM,LTIMindtree Limited,eq,yes,21-07-2016,1,1,INE214T01019,1
LTTS,L&T Technology Services Limited,eq,no,23-09-2016,2,1,INE010V01017,2
LUMAXIND,Lumax Industries Limited,eq,no,06-09-1995,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,eq,no,16-01-2007,2,1,INE872H01027,2
LUPIN,Lupin Limited,eq,yes,10-09-2001,2,1,INE326A01037,2
LUXIND,Lux Industries Limited,eq,no,30-11-2015,2,1,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,eq,no,25-03-2021,2,1,INE576O01020,2
LYKALABS,Lyka Labs Limited,eq,no,08-02-1995,10,1,INE933A01014,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,eq,no,05-11-2013,10,1,INE142K01011,10
M&M,Mahindra & Mahindra Limited,eq,yes,03-01-1996,5,1,INE101A01026,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,eq,no,17-03-2006,2,1,INE774D01024,2
MAANALU,Maan Aluminium Limited,eq,no,22-10-2007,5,1,INE215I01027,5
MACPOWER,Macpower CNC Machines Limited,eq,no,19-08-2020,10,1,INE155Z01011,10
MADHAV,Madhav Marbles and Granites Limited,eq,no,20-12-2007,10,1,INE925C01016,10
MADHUCON,Madhucon Projects Limited,eq,no,05-10-2006,1,1,INE378D01032,1
MADRASFERT,Madras Fertilizers Limited,eq,no,25-07-1997,10,1,INE414A01015,10
MAGADSUGAR,Magadh Sugar & Energy Limited,eq,no,28-07-2017,10,1,INE347W01011,10
MAGNUM,Magnum Ventures Limited,eq,no,20-09-2007,10,1,INE387I01016,10
MAHABANK,Bank of Maharashtra,eq,no,12-04-2004,10,1,INE457A01014,10
MAHAPE-RE,Maha Rashtra Apex Corporation Limited-RE,be,no,02-04-2026,10,1,INE843B20013,10
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,eq,no,21-01-1998,10,1,INE843B01013,10
MAHASTEEL,Mahamaya Steel Industries Limited,be,no,01-07-2016,10,1,INE451L01014,10
MAHEPC,Mahindra EPC Irrigation Limited,eq,no,14-02-2020,10,1,INE215D01010,10
MAHESHWARI,Maheshwari Logistics Limited,eq,no,15-04-2019,10,1,INE263W01010,10
MAHLIFE,Mahindra Lifespace Developers Limited,eq,no,10-05-2000,10,1,INE813A01018,10
MAHLOG,Mahindra Logistics Limited,eq,no,10-11-2017,10,1,INE766P01016,10
MAHSCOOTER,Maharashtra Scooters Limited,eq,no,08-02-1995,10,1,INE288A01013,10
MAHSEAMLES,Maharashtra Seamless Limited,eq,no,25-08-2004,5,1,INE271B01025,5
MAITHANALL,Maithan Alloys Limited,eq,no,05-07-2011,10,1,INE683C01011,10
MALLCOM,Mallcom (India) Limited,eq,no,02-02-2022,10,1,INE389C01015,10
MALUPAPER,Malu Paper Mills Limited,eq,no,05-04-2006,10,1,INE383H01017,10
MAMATA,Mamata Machinery Limited,eq,no,27-12-2024,10,1,INE0TO701015,10
MANAKALUCO,Manaksia Aluminium Company Limited,be,no,30-03-2015,1,1,INE859Q01017,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,eq,no,30-03-2015,1,1,INE830Q01018,1
MANAKSIA,Manaksia Limited,eq,no,08-01-2008,2,1,INE015D01022,2
MANAKSTEEL,Manaksia Steels Limited,eq,no,30-03-2015,1,1,INE824Q01011,1
MANALIPETC,Manali Petrochemicals Limited,eq,no,06-12-2006,5,1,INE201A01024,5
MANAPPURAM,Manappuram Finance Limited,eq,yes,01-12-2014,2,1,INE522D01027,2
MANBA,Manba Finance Limited,eq,no,30-09-2024,10,1,INE939X01013,10
MANCREDIT,Mangal Credit and Fincorp Limited,eq,no,16-08-2024,10,1,INE545L01039,10
MANGALAM,Mangalam Drugs And Organics Limited,be,no,23-05-2005,10,1,INE584F01014,10
MANGLMCEM,Mangalam Cement Limited,eq,no,03-01-1996,10,1,INE347A01017,10
MANINDS,Man Industries (India) Limited,eq,no,24-06-2005,5,1,INE993A01026,5
MANINFRA,Man Infraconstruction Limited,eq,no,11-03-2010,2,1,INE949H01023,2
MANKIND,Mankind Pharma Limited,eq,yes,09-05-2023,1,1,INE634S01028,1
MANOMAY,Manomay Tex India Limited,eq,no,18-01-2023,10,1,INE784W01015,10
MANORAMA,Manorama Industries Limited,eq,no,01-07-2022,2,1,INE00VM01036,2
MANORG,Mangalam Organics Limited,eq,no,02-11-2021,10,1,INE370D01013,10
MANUGRAPH,Manugraph India Limited,eq,no,14-09-2006,2,1,INE867A01022,2
MANYAVAR,Vedant Fashions Limited,eq,no,16-02-2022,1,1,INE825V01034,1
MAPMYINDIA,C.E. Info Systems Limited,eq,no,21-12-2021,2,1,INE0BV301023,2
MARALOVER,Maral Overseas Limited,eq,no,08-02-1995,10,1,INE882A01013,10
MARATHON,Marathon Nextgen Realty Limited,eq,no,29-09-2016,5,1,INE182D01020,5
MARICO,Marico Limited,eq,yes,01-05-1996,1,1,INE196A01026,1
MARINE,Marine Electricals (India) Limited,eq,no,02-12-2020,2,1,INE01JE01028,2
MARKOLINES,Markolines Pavement Technologies Limited,eq,no,14-10-2025,10,1,INE0FW001016,10
MARKSANS,Marksans Pharma Limited,eq,no,21-01-2002,1,1,INE750C01026,1
MARSONS,Marsons Limited,eq,no,13-03-2026,1,1,INE415B01044,1
MARUTI,Maruti Suzuki India Limited,eq,yes,09-07-2003,5,1,INE585B01010,5
MASFIN,MAS Financial Services Limited,eq,no,18-10-2017,10,1,INE348L01012,10
MASKINVEST,Mask Investments Limited,eq,no,14-10-2016,10,1,INE885F01015,10
MASTEK,Mastek Limited,eq,no,10-05-1995,5,1,INE759A01021,5
MASTERTR,Master Trust Limited,eq,no,12-11-2024,1,1,INE677D01037,1
MATRIMONY,Matrimony.Com Limited,eq,no,21-09-2017,5,1,INE866R01028,5
MAWANASUG,Mawana Sugars Limited,eq,no,20-03-2009,10,1,INE636A01039,10
MAXESTATES,Max Estates Limited,eq,no,30-10-2023,10,1,INE03EI01018,10
MAXHEALTH,Max Healthcare Institute Limited,eq,yes,21-08-2020,10,1,INE027H01010,10
MAXIND,Max India Limited,eq,no,28-08-2020,10,1,INE0CG601016,10
MAYURUNIQ,Mayur Uniquoters Ltd,eq,no,25-09-2012,5,1,INE040D01038,5
MAZDA,Mazda Limited,eq,no,01-11-2016,2,1,INE885E01042,2
MAZDOCK,Mazagon Dock Shipbuilders Limited,eq,yes,12-10-2020,5,1,INE249Z01020,5
MBAPL,Madhya Bharat Agro Products Limited,eq,no,22-08-2019,10,1,INE900L01010,10
MBEL,M & B Engineering Limited,eq,no,06-08-2025,10,1,INE08N601015,10
MBLINFRA,MBL Infrastructure Limited,eq,no,11-01-2010,10,1,INE912H01013,10
MCL,Madhav Copper Limited,be,no,19-08-2020,5,1,INE813V01022,5
MCLEODRUSS,Mcleod Russel India Limited,eq,no,29-07-2005,5,1,INE942G01012,5
MCLOUD,Magellanic Cloud Limited,eq,no,07-02-2025,2,1,INE613C01026,2
MCX,Multi Commodity Exchange of India Limited,eq,yes,09-03-2012,2,1,INE745G01043,2
MEDANTA,Global Health Limited,eq,no,16-11-2022,2,1,INE474Q01031,2
MEDIASSIST,Medi Assist Healthcare Services Limited,eq,no,23-01-2024,5,1,INE456Z01021,5
MEDICAMEQ,Medicamen Biotech Limited,eq,no,27-10-2021,10,1,INE646B01010,10
MEDICO,Medico Remedies Limited,eq,no,26-05-2022,2,1,INE630Y01024,2
MEDPLUS,Medplus Health Services Limited,eq,no,23-12-2021,2,1,INE804L01022,2
MEESHO,Meesho Limited,eq,no,10-12-2025,1,1,INE0VDM01015,1
MEGASTAR,Megastar Foods Limited,eq,no,16-02-2022,10,1,INE00EM01016,10
MEIL,Mangal Electrical Industries Limited,eq,no,28-08-2025,10,1,INE0PKD01011,10
MENONBE,Menon Bearings Limited,eq,no,09-03-2015,1,1,INE071D01033,1
MEP,MEP Infrastructure Developers Limited,bz,no,06-05-2015,10,1,INE776I01010,10
METROBRAND,Metro Brands Limited,eq,no,22-12-2021,5,1,INE317I01021,5
METROPOLIS,Metropolis Healthcare Limited,eq,no,15-04-2019,2,1,INE112L01020,2
MFML,Mahalaxmi Fabric Mills Limited,eq,no,27-08-2024,10,1,INE0US801024,10
MFSL,Max Financial Services Limited,eq,yes,17-05-2000,2,1,INE180A01020,2
MGEL,Mangalam Global Enterprise Limited,eq,no,23-12-2020,1,1,INE0APB01032,1
MGL,Mahanagar Gas Limited,eq,no,01-07-2016,10,1,INE002S01010,10
MHLXMIRU,Mahalaxmi Rubtech Limited,eq,no,27-01-2022,10,1,INE112D01035,10
MHRIL,Mahindra Holidays & Resorts India Limited,eq,no,16-07-2009,10,1,INE998I01010,10
MICEL,MIC Electronics Limited,eq,no,17-12-2021,2,1,INE287C01037,2
MIDHANI,Mishra Dhatu Nigam Limited,eq,no,04-04-2018,10,1,INE099Z01011,10
MIDWESTLTD,Midwest Limited,eq,no,24-10-2025,5,1,INE0XAD01024,5
MINDACORP,Minda Corporation Limited,eq,no,16-10-2014,2,1,INE842C01021,2
MINDTECK,Mindteck (India) Limited,eq,no,02-08-2016,10,1,INE110B01017,10
MIRCELECTR,MIRC Electronics Limited,eq,no,24-05-2004,1,1,INE831A01028,1
MIRZAINT,Mirza International Limited,eq,no,28-04-1999,2,1,INE771A01026,2
MITCON,MITCON Consultancy & Engineering Services Limited,eq,no,17-03-2022,10,1,INE828O01033,10
MITTAL,Mittal Life Style Limited,eq,no,29-04-2020,1,1,INE997Y01027,1
MKPL,M K Proteins Limited,eq,no,13-06-2023,1,1,INE964W01021,1
MMFL,MM Forgings Limited,eq,no,20-12-2006,10,1,INE227C01017,10
MMP,MMP Industries Limited,eq,no,09-01-2020,10,1,INE511Y01018,10
MMTC,MMTC Limited,eq,no,09-04-2012,1,1,INE123F01029,1
MOBIKWIK,One Mobikwik Systems Limited,eq,no,18-12-2024,2,1,INE0HLU01028,2
MODINATUR,Modi Naturals Limited,eq,no,11-12-2025,10,1,INE537F01012,10
MODIRUBBER,Modi Rubber Limited,eq,no,07-02-1996,10,1,INE832A01018,10
MODIS,Modis Navnirman Limited,eq,no,14-11-2025,10,1,INE0L0L01012,10
MODISONLTD,MODISON LIMITED,eq,no,03-05-2021,1,1,INE737D01021,1
MODTHREAD,Modern Threads (India) Limited,eq,no,22-11-1995,10,50,INE794W01014,10
MOHITIND,Mohit Industries Limited,eq,no,14-03-2013,10,1,INE954E01012,10
MOIL,MOIL Limited,eq,no,15-12-2010,10,1,INE490G01020,10
MOKSH,Moksh Ornaments Limited,eq,no,21-05-2021,2,1,INE514Y01020,2
MOL,Meghmani Organics Limited,eq,no,18-08-2021,1,1,INE0CT101020,1
MOLDTECH,Mold-Tek Technologies Limited,eq,no,07-07-2016,2,1,INE835B01035,2
MOLDTKPAC,Mold-Tek Packaging Limited,eq,no,23-02-2015,5,1,INE893J01029,5
MONARCH,Monarch Networth Capital Limited,eq,no,06-01-2022,10,1,INE903D01011,10
MONEYBOXX,Moneyboxx Finance Limited,eq,no,15-10-2025,10,1,INE296Q01012,10
MONTECARLO,Monte Carlo Fashions Limited,eq,no,19-12-2014,10,1,INE950M01013,10
MOREPENLAB,Morepen Laboratories Limited,eq,no,24-11-1999,2,1,INE083A01026,2
MOSCHIP,Moschip Technologies Limited,eq,no,05-02-2025,2,1,INE935B01025,2
MOTHERSON,Samvardhana Motherson International Limited,eq,yes,14-08-1996,1,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,eq,no,11-09-2007,1,1,INE338I01027,1
MOTISONS,Motisons Jewellers Limited,eq,no,26-12-2023,1,1,INE0FRK01020,1
MOTOGENFIN,The Motor & General Finance Limited,eq,no,08-02-1995,5,1,INE861B01023,5
MPHASIS,MphasiS Limited,eq,yes,04-06-2004,10,1,INE356A01018,10
MPSLTD,MPS Limited,eq,no,21-01-2002,10,1,INE943D01017,10
MRF,MRF Limited,eq,no,18-09-1996,10,1,INE883A01011,10
MRPL,Mangalore Refinery and Petrochemicals Limited,eq,no,07-01-2005,10,1,INE103A01014,10
MSPL,MSP Steel & Power Limited,eq,no,18-07-2005,10,1,INE752G01015,10
MSTCLTD,Mstc Limited,eq,no,29-03-2019,10,1,INE255X01014,10
MSUMI,Motherson Sumi Wiring India Limited,eq,no,28-03-2022,1,1,INE0FS801015,1
MTARTECH,Mtar Technologies Limited,eq,no,15-03-2021,10,1,INE864I01014,10
MTEDUCARE,MT Educare Limited,be,no,12-04-2012,10,1,INE472M01018,10
MTNL,Mahanagar Telephone Nigam Limited,eq,no,17-02-1999,10,1,INE153A01019,10
MUFIN,Mufin Green Finance Limited,eq,no,06-11-2023,1,1,INE08KJ01020,1
MUFTI,Credo Brands Marketing Limited,eq,no,27-12-2023,2,1,INE220Q01020,2
MUKANDLTD,Mukand Limited,eq,no,23-02-2004,10,1,INE304A01026,10
